idx	case	relation	subject	predicate	quote	context	licensed
775	179	required_for	Immune Thrombocytopenia	normal white blood cell (WBC) count	normal white blood cell (WBC) count	The American Society of Hematology (ASH) defines ITP as a generalized purpuric rash accompanied by a platelet count less than 100,000/μL and normal white blood cell (WBC) count and hemoglobin level.[1] Leukocyte count and hemoglobin abnormalities are not characteristic of ITP and should prompt additional diagnostic testing when detected.	
776	49	required_for	Diverticulitis	colonoscopic evidence	colonoscopic and/or radiological evidence of inflammation	A position statement by the Association of Coloproctology of Great Britain and Ireland (ACPGBI) on elective resection for diverticulitis states that ‘patients should not be told that they have diverticulitis unless there is colonoscopic and/or radiological evidence of inflammation in the presence of diverticular disease’.	
777	522	required_for	Neurosyphilis	positive treponemal test	positive treponemal and nontreponemal test	positive treponemal and nontreponemal test	
778	179	required_for	Hereditary Thrombocytopenias	personal and family history	personal and family history	personal and family history	
779	49	required_for	Diverticulitis	colonoscopy	colonoscopy is warranted in patients >50 years who have not undergone endoscopy before	In the case of SCAD, a diagnosis cannot be established without a positive stool culture, positive viral proof, or colonoscopy showing segmental erythema between (non-inflamed) diverticula (fig. Therefore, after an episode of acute diverticulitis, colonoscopy is warranted in patients >50 years who have not undergone endoscopy before.	
780	522	required_for	Alzheimer’s disease (AD)	differential diagnosis	reaching a differential diagnosis is key to the treatment and management of these patients	Alzheimer’s disease (AD) and vascular dementia (VaD) are the most common causes of dementia and reaching a differential diagnosis is key to the treatment and management of these patients. The diagnosis is reached thorough a combination of anamnesis, neurological examination, laboratorial and neuroimaging exams and neuropsychological assessment.	
781	179	required_for	Immune thrombocytopenia	HIV testing	testing for HIV	Evaluation of patients with isolated thrombocytopenia begins with a complete blood count (CBC), peripheral blood smear, and testing for HIV and hepatitis C virus.	
782	49	required_for	Appendicitis	physical examination	according to the physical examination	The indications for appendectomy remain similar to non-neoplastic conditions and should be decided according to the physical examination, laboratory, and imaging findings present at the initial presentation.[9]	
783	522	required_for	Delirium	feature 1	features 1 and 2	The presence of delirium requires features 1 and 2 and either 3 or 4:	
784	179	required_for	Bleeding disorder	prothrombin time (PT)	prothrombin time (PT) (normal = 11.5 to 14s)	Routine laboratory analysis for clotting disorders starts with platelet count, prothrombin time (PT), partial thromboplastin time (aPTT), the international normalized ratio (INR), and bleeding time. The bleeding time assesses platelet function.	
785	49	required_for	Anorectal Abscess	CT	Higher (supralevator) abscesses require CT to determine the intra-abdominal source of sepsis	Higher (supralevator) abscesses require CT to determine the intra-abdominal source of sepsis	
786	522	required_for	Schizoaffective disorder	concurrent depressive or manic episodes with active-phase schizophrenia symptoms	concurrent depressive or manic episodes with active-phase schizophrenia symptoms	Schizoaffective disorder:This diagnosis requires concurrent depressive or manic episodes with active-phase schizophrenia symptoms, with mood symptoms prevalent for most of the active phase.	
787	179	required_for	Hemophilia B	80% to 100% factor activity	80% to 100% in patients with life-threatening conditions	The goal is to achieve 30% factor activity in patients with mild hemorrhages, 50% in patients with severe bleeding after trauma or those who need prophylaxis before major dental surgery or other surgery, and 80% to 100% in patients with life-threatening conditions.	
788	49	required_for	SCAD	positive stool culture	a diagnosis cannot be established without a positive stool culture	In the case of SCAD, a diagnosis cannot be established without a positive stool culture, positive viral proof, or colonoscopy showing segmental erythema between (non-inflamed) diverticula (fig.	
789	522	required_for	Catatonia	Bush-Francis Catatonia Rating Scale (BFCRS)	Bush-Francis Catatonia Rating Scale (BFCRS)	Key recommendations include a thorough evaluation for underlying medical or neurologic conditions, use of neuroimaging, EEG, and assessment for neuronal autoantibodies when indicated.[41] The guidelines emphasize the use of standardized assessment tools, such as the Bush-Francis Catatonia Rating Scale (BFCRS), to enhance diagnostic accuracy.	
790	179	required_for	dengue patients	active bleeding	active bleeding or significant coagulopathy	active bleeding or significant coagulopathy	
791	49	required_for	Intestinal obstruction	preoperative upper gastrointestinal radiographic series	A preoperative upper gastrointestinal radiographic series	A preoperative upper gastrointestinal radiographic series and a barium enema will define possible sites of obstruction.	
792	522	required_for	Schizotypal personality disorder	5 (or more) criteria	as indicated by 5 (or more) of the following	as indicated by 5 (or more) of the following	
793	179	required_for	Hereditary Thrombocytopenias	personal and family history	the meticulous collection of personal and family history	the meticulous collection of personal and family history	
794	49	required_for	Abscess	imaging	Imaging is often necessary for diagnosis	Imaging is often necessary for diagnosis	
795	522	required_for	Vascular Dementia	control of modifiable vascular risk factors	Prevention and control of vascular risk factors constitute the central approaches to managing vascular dementia	Prevention and control of vascular risk factors constitute the central approaches to managing vascular dementia, for which there is currently no curative pharmacologic treatment. Prevention includes control of modifiable vascular risk factors.	
796	179	required_for	Cyanotic Congenital Heart Disease	cardiology assessment	prompt referral for cardiology assessment and intervention is necessary	prompt referral for cardiology assessment and intervention is necessary	
797	49	required_for	Abscess	afebrile	continue for 24 to 48 hours after the patient becomes afebrile	Other antibiotics with high therapeutic efficacy that may be options as single agents include extended-spectrum antibiotics (cefoxitin, cefotetan, cefotaxime, ceftizoxime), beta-lactamase inhibitors (ticarcillin-clavulanate), carbapenems (meropenem, ertapenem), and extended-spectrum penicillins (piperacillin-tazobactam).[3][18][19] Parenteral antibiotics should continue for 24 to 48 hours after th	
798	522	required_for	Lewy Body Dementia	recurrent hallucinations	recurrent hallucinations	recurrent hallucinations	
799	179	required_for	congenital heart disease	histopathological data	autoptic, histopathological, or immunohistochemical data	autoptic, histopathological, or immunohistochemical data	
